title,score
Christopher Robin,6.6
Chronicle of an Escape,8.8
Chuck Chicken,8.0
Chupan Chupai,9.4
Chupke Chupke,8.9
Cirque du Freak: The Vampire's Assistant,5.4
City in the Sky,7.6
City of God,4.1
City of Tiny Lights,9.5
Civilizations,5.4
Clarence Clemons: Who Do I Think I Am?,7.7
Clash of the Titans,8.7
Class of '61,4.9
Class Rank,8.7
Classic Legends,4.1
Cleopatra Jones,6.4
Click,6.6
Click for Murder,6.1
Clive Davis: The Soundtrack of Our Lives,7.2
Closed Circuit,9.0
Cloud Atlas,5.8
Clouds of Sils Maria,7.2
Cloverfield,8.8
Club Friday The Series 6,8.3
Club Friday The Series 7,4.2
Club Friday The Series 8,9.2
Club Friday To Be Continued - Friend & Enemy,4.3
Club Friday To Be Continued - My Beautiful Tomboy,7.2
Club Friday To Be Continued - The Promise,7.2
Coach Carter,8.3
Code Name: The Cleaner,4.8
Coffee with D,5.0
Cold Case Files,8.1
Cold Case Files Classic,4.8
Colkatay Columbus,6.6
Colonia,8.0
Colours of Passion,7.6
Come and Find Me,5.2
Comedy Bang! Bang!,5.7
Comedy High School,9.3
Command and Control,6.5
Company,4.2
Compulsion,5.2
Conan Without Borders,5.9
Concrete Football,9.5
Concussion,5.7
Conjuring Spirit,4.1
Conor McGregor: Notorious,6.8
Consequences ,4.5
Contract,5.5
Convict,9.5
Cooking on High,7.9
Cool Hand Luke,4.3
Cop and a Half: New Recruit,6.5
Cop Watchers,4.9
Coraline,4.7
Counterfeiting in Suburbia,7.2
Court Justice,6.8
Covered: Alive in Asia,8.1
Crash,8.9
CRD,5.4
Crime Time,9.1
"Crouching Tiger, Hidden Dragon",6.8
Cult of Chucky,5.4
Cutie and the Boxer,8.7
Daagdi Chaawl,4.2
Dabbe 6: The Return,7.1
Dad,8.0
Dad's Army,5.5
Daddy Day Care,8.7
Daddy Issues,5.3
Daemonium,8.6
Daffedar,4.4
Dagh Ujala,4.9
Dallas Buyers Club,6.1
Dance Academy,8.7
Dance Academy: The Comeback,4.8
Dancing Quietly,8.8
Dandy,5.3
Dangerous Roads,6.5
Danny Says,5.9
Dante's Peak,4.6
Dare to Be Wild,9.2
Dark Chocolate (Bengali Version),6.4
Dark Crimes,7.8
Dark Places,7.2
Darna Mana Hai,6.8
Darr Sabko Lagta Hai,7.4
Darra,8.9
Daughters of the Dust,7.8
Day and Night,6.9
Days We Stared at the Sun,7.5
Dayveon,7.3
De Film van Dylan Haegens,6.4
De Palma,7.4
Dead in a Week (Or Your Money Back),6.4
Deadline: Sirf 24 Ghante,8.2
Deadly Scholars,9.3
Dean,9.3
Dear Dad,8.5
Dear Dracula,7.3
Dear Santa,8.1
Death at a Funeral,5.0
Death House,6.6
Deathgrip,5.4
Deep Undercover Collection,4.0
Deep Water,9.3
Deewangee,8.8
Defying the Nazis: The Sharps' War,6.8
Delirium,5.4
Democrats,7.8
Den of Thieves,6.4
Denis Leary: No Cure For Cancer,8.4
Desolate,9.5
Desolation,5.9
Detention Letter,5.3
Detour,5.5
Deviant Love,4.5
Devil's Bride,6.2
Devil's Gate,4.1
Devlok with Devdutt Pattanaik,4.6
Devrai,5.5
Dexter,4.9
Dhamaal,8.0
Di Renjie zhi Sidatianwang,4.6
Diana: 7 Days That Shook the World,8.8
Diana: In Her Own Words,5.2
Diary of a Chambermaid,4.6
Die Another Day,4.1
Dil Hai Tumhaara,7.9
Dinner for Five,5.4
Dinner for Schmucks,6.8
Dino Hunt,4.6
Disciples Of The 36th Chamber,9.4
Discovering Bigfoot,4.7
Dismissed,6.3
District 9,8.7
Diva Brides,5.3
Doctor Zhivago,5.5
Dog Eat Dog,8.4
Dolphin Kick,5.5
Dolphin Tale 2,4.0
Domino,6.4
Don Quixote: The Ingenious Gentleman of La Mancha,4.1
Don Verdean,9.0
Don't Be Afraid of the Dark,7.5
Don't Crack Under Pressure,7.2
Don't Crack Under Pressure II,5.1
Don't Crack Under Pressure III,7.8
Don't Knock Twice,7.7
Don't Look Down,4.3
Don't Think Twice,8.8
Donnie Brasco,7.2
Doom,8.4
Doomsday Preppers,5.4
Doubles Cause Troubles,4.7
Doubt,7.9
Down The Fence,8.4
Dr. Seuss' The Cat in the Hat,6.1
Dr. Seuss' The Grinch,4.1
Dragonheart,8.5
Dragonheart 3: The Sorcerer,5.1
Dragonheart: A New Beginning,5.9
Dragonheart: Battle for the Heartfire,7.5
Dragonkala Ka Rahasya,4.5
Dramaworld,4.4
Dream Big: Engineering Our World,4.1
Dream Boat,9.0
Dries,5.7
Driven to Dance,7.6
"Drugs, Inc.",9.4
Dueños del paraíso,7.7
Dukhtar,6.9
Dum,6.9
Dumb and Dumberer: When Harry Met Lloyd,6.1
E-Cigarettes: Miracle or Menace?,7.3
Earth to Echo,9.3
Earth to Luna!,8.3
Earth's Natural Wonders,6.3
Earth's Natural Wonders: Life at the Extremes,5.8
East Side Sushi,8.9
Easy A,4.7
Easy Fortune Happy Life,8.7
Eat Pray Love,5.4
Eddie Murphy: Delirious,7.9
Eeda,8.4
Eh Janam Tumhare Lekhe,6.6
Ek Cup Chya,5.1
Ek Hasina Thi,8.6
El último testigo,6.0
El Barco,5.8
El Cartel,6.8
El Cartel 2,6.4
El Chavo,7.8
El Che,4.8
El Clon,6.4
El fin de ETA,8.9
El Vato,4.2
El Viaje: Márama y Rombai,6.5
Elephants Dream 4 Hour,7.6
Elizabeth at 90: A Family Tribute,8.9
Elizabeth Harvest,7.3
Elles étaient en guerre (1914-1918),8.5
Elles étaient en guerre 1939-1945,5.2
Elles ont toutes une histoire,5.9
Elstree 1976,9.2
Emelie,8.9
Emma' (Mother),7.1
Emo the Musical,6.6
Emogenius,6.5
Empire of Scents,4.3
Employee of the Month,8.9
Encerrados,8.5
Encounter: The Killing,6.5
Encounters with Evil,5.5
End of Watch,5.9
Enemigo íntimo,4.7
Enemy,8.0
Enlighten Us,7.1
Entanglement,5.3
Enter the Dragon,7.4
Equals,9.4
Equilibrium,4.7
"Escape from the ""Liberty"" Cinema",6.5
Esperando La Carroza,6.7
Estar o no estar,4.9
Ethirmarai,6.9
Euphoria,7.3
Eurovision Song Contest,4.9
Evan Almighty,4.9
Event Horizon,8.7
Every Time I Die,5.7
Everybody Knows,7.5
Everyday Miracles,7.4
Evolution,8.6
Ex Machina,8.1
Ex-Boyfriend,8.6
Exclusive Edition,7.4
Executive Decision,6.5
Exit Afghanistan,6.2
Exit Strategy,6.1
Exit Wounds,6.3
Expo,4.7
Extras,6.3
Eyyvah Eyyvah,6.1
Eyyvah Eyyvah 2,4.2
Eyyvah Eyyvah 3,5.5
Ezel,8.1
F the Prom,7.2
Face 2 Face,8.4
Fairy Tail,7.0
Fake or Fortune?,8.7
Fakta Ladh Mhana,8.4
Fall Girls,4.5
Fallen,9.4
Familiye,4.1
Famous in Ahmedabad,7.3
Fanatic,8.4
Fandry,5.8
Farce,7.3
Fatal Destiny,6.0
Father Brown,4.3
Fear and Loathing in Las Vegas,4.0
Fear Files... Har Mod Pe Darr,4.5
Feel Rich,4.5
Fiddler on the Roof,7.4
Fifty,6.9
Figaro Pho,6.5
Figures of Speech,7.8
Filinta,4.1
Filmworker,5.5
Filosofi Kopi The Movie,8.3
Final Destination,9.0
Final Destination 2,6.4
Final Destination 3,4.4
Fire at Sea,8.4
Fireflies,8.9
First Impression,6.3
First Kill,5.3
FirstBorn,4.2
Fishpeople,7.3
Fishtail,9.0
Fit for Fashion,7.7
Fittest in Dubai,5.7
Five Elements Ninjas,7.5
Fix It and Finish It,8.6
Flash of Genius,6.6
Flimflam,8.5
Flock of Four,6.2
Flowering Heart,5.9
Flying Guillotine 2,7.2
Follow Me,6.6
Food: Delicious Science,9.4
Footprints in the Sand,6.8
Footprints: The Path of Your Life,6.1
For Colored Girls,6.2
For Grace,7.0
For Greater Glory,6.0
For Love or Money,8.0
For the Birds,6.1
For the Love of Benji,6.1
For the Win,7.4
Forbidden Games: The Justin Fashanu Story,4.3
Forbidden Planet,7.6
Forces of Nature,6.8
Forever Chape,6.5
Forever Pure,8.0
Forget Me Not,8.2
Forks Over Knives,8.7
Four Christmases,6.1
Four Seasons in Havana,5.8
Four Weddings and a Funeral,7.9
Fracture,7.2
Frances Ha,7.5
Frasier,7.1
Freak Show,8.2
Fred Claus,5.0
Free Willy,7.1
Freeway: Crack in the System,4.9
Freezer's Campaign,6.2
French Dirty,7.7
Freshman Year,6.7
Friday Night Tykes,6.1
Friday the 13th,8.9
Friend Request,8.3
Friends,6.9
From Japan to Egypt,9.2
From Paris with Love,6.3
Froning: The Fittest Man in History,8.3
Frozen Planet,4.9
Frozen Planet: On Thin Ice,5.6
Frozen Planet: The Epic Journey,5.9
Frozen River,4.6
Full Out,6.8
Functional Fitness,5.1
Furie,7.5
Furthest Witness,5.0
G-Force,4.7
Gabriel and the Mountain,9.3
Gabru: Hip Hop Revolution,7.6
Gagarin: First in Space,9.2
Galavant,6.7
Galih dan Ratna,4.2
Game Winning Hit,7.2
Gangs of Hassepur,7.1
Gangs of New York,4.1
Gargantia on the Verdurous Planet,8.7
Garuda Di Dadaku,7.4
Garuda in My Heart 2,8.1
Gehenna: Where Death Lives,6.7
Gelo,7.4
Gemini,5.4
Gender Revolution: A Journey with Katie Couric,9.4
Genius of the Ancient World,6.2
Genius of the Modern World,4.9
Gentlemen and Gangsters,4.3
George of the Jungle 2,7.5
Geronimo Stilton,9.4
Get Him to the Greek,8.9
Get Santa,7.9
Get Shorty,9.4
Get Smart,8.0
Getting Played,5.9
Ghayal,7.3
Ghost House,4.4
Ghost Pain,5.2
Ghost Rider,6.3
Ghost Tears,5.1
Ghost Town Gold,9.2
Ghost Whispers,9.5
Ghulam-E-Musthafa,6.0
Gie,7.9
Gigi,6.2
Ginger & Rosa,4.8
"Girl, Boy, Bakla, Tomboy",5.9
GLOW: The Story of the Gorgeous Ladies of Wrestling,5.3
Glowing Embers,5.8
God Bless the Broken Road,5.2
God Knows Where I Am,4.6
God of War,5.2
God's Not Dead,9.0
God's Not Dead: A Light in Darkness,4.5
God's Own Country,5.8
Gol Maal,6.9
Golden Time,5.9
GoldenEye,6.8
Goldie,4.2
Goldie & Bear,7.6
Goldstone,7.1
Golmaal: Fun Unlimited,7.7
Gomorrah,7.1
Gone are the Days,6.4
Gonul,5.9
Good Kids,5.2
Good Kill,6.8
Good Kisser,4.1
Good Luck,5.8
"Good Night, and Good Luck",7.7
Good People,4.6
GoodFellas,4.3
Gook,7.6
Goon,6.2
Goosebumps 2: Haunted Halloween,8.4
Gosford Park,9.2
Gossip Girl,9.3
Gothika,6.3
Gour Hari Dastaan: The Freedom File,5.5
Gran Torino,7.3
Grand Designs,7.5
Grand Hotel,7.4
Grand Masti,5.8
Grass,4.4
Grease,5.2
Great Interior Design Challenge,4.8
Great Yellowstone Thaw,4.7
Green Room,9.1
Green White Green (And All the Beautiful Colours in My Mosaic of Madness),4.1
Gringo: The Dangerous Life of John McAfee,7.3
Growing Up Coy,9.2
Gun Runners,6.0
Gunslinger Girl,6.9
Guy Martin: Last Flight of the Vulcan Bomber,7.8
Héroes,5.7
Hükümet Kadin,6.6
Hükümet Kadin 2,8.5
Ha Unlimited,8.1
Haapus,8.4
Hadi İnşallah,9.4
Hairspray,6.0
HALO Legends,8.1
Halo: The Fall of Reach,7.3
Hamara Dil Aapke Paas Hai,7.7
Hamburger Hill,8.1
Hamza's Suitcase,8.1
Hangman,8.9
Hank: Five Years from the Brink,5.9
Hannibal,7.6
Hans Zimmer: Live in Prague,5.5
Happy 300 Days,7.3
Happy Hunting,8.1
Happy Times,8.4
Happy Valley,6.3
Happyish,6.8
Hard Tide,5.8
Hardcore Henry,4.9
Harlem Globetrotters: The Team That Changed the World,5.4
Harold & Kumar Escape from Guantanamo Bay,9.0
Harold & Kumar Go to White Castle,5.7
Harold and Lillian: A Hollywood Love Story,9.4
Harold Shipman - Driven to Kill,5.3
Harriet the Spy: Blog Wars,8.0
Harry & Bunnie,7.2
Harry and Snowman,7.8
Harry Benson: Shoot First,7.5
Hart of Dixie,7.9
Haseena Maan Jaayegi,9.0
Hati Perempuan,7.1
Haunters: The Art of the Scare,4.4
Haunting on Fraternity Row,5.5
Have You Seen the Listers?,7.9
Haven,6.7
Havenhurst,7.0
Haywire,7.3
He Named Me Malala,6.1
He's Out There,8.3
Head Count,8.0
Head On,7.9
Heal,7.9
Heartbreakers,8.9
Heartthrob,7.3
Heavy Rescue: 401,9.3
Hedgehogs,4.7
Helix,7.5
Hell and Back,7.9
Hell on Wheels,6.6
Hell or High Water,5.6
Hellboy,7.0
Her,6.0
Her Only Choice,9.0
Hera Pheri,6.0
Here Alone,5.0
Hero,7.2
Herrens veje,6.2
Hickok,4.5
Hidden Singer,7.1
Hide & Seek,7.0
Hide and Seek,5.0
Highly Strung,7.3
Highway Thru Hell,7.1
Highway to Heaven,8.3
Hinterland,6.0
Hiroshima: The Real History,5.4
Hisss,9.2
Historia de un clan,7.1
History of Joy,4.1
History's Greatest Hoaxes,8.5
Hitch,5.1
Hitler's Olympics,8.3
Hitler's Steel Beast,7.9
Ho Mann Jahaan,9.3
Hogie the Globehopper,9.3
Hokkabaz,5.5
Holding the Man,8.2
Holidays,5.7
Holy Hell,7.5
Holy Man 2,7.3
Holy Man 3,4.3
Hombanna,4.0
Homeland,4.3
Honey 2,4.7
Honey: Rise Up and Dance,5.4
Hoodwinked Too! Hood vs. Evil,9.0
Hope Aur Hum,6.9
Hope Springs Eternal,8.4
Hope: One in a Billion,8.6
Hormones,8.0
Horns,6.2
Horror Homes,8.8
Horror Story,8.1
Hostage to the Devil,8.1
Hostages,9.0
Hostiles,7.3
Hot Bot,6.9
Hot Property,8.9
Hot Rod,6.5
Hotel Beau Séjour,8.5
Hotel Pacific,4.3
Hotel Transylvania 3: Summer Vacation,4.0
House at the End of the Street,6.9
House of Z,4.4
"Houston, We Have a Problem!",9.4
How the Beatles Changed the World,4.0
How the Grinch Stole Christmas,7.9
How to Be a Latin Lover,5.3
How to Be a Player,9.3
How to Change the World,6.1
How to Live Mortgage Free with Sarah Beeny,4.2
How to Make an American Quilt,4.1
How to Win the US Presidency,7.0
Hridaynath,9.4
Hulk Vs.,9.4
Hum Saath-Saath Hain,5.9
Humko Deewana Kar Gaye,6.7
Humsafar,4.6
Hungerford,6.9
Hunt to Kill,7.3
Hunter's Prayer,5.4
Hunters of the South Seas,7.4
Huntik: Secrets and Seekers,8.9
Hurricane Bianca,4.0
Hurricane Bianca: From Russia With Hate,5.3
Hustle & Flow,5.2
Hyori's Bed & Breakfast,4.7
Hypersomnia,4.9
I Am,7.4
I Am Bolt,4.6
I Am Jane Doe,8.1
I Am Maris,8.9
I Am Me!,9.1
I Am Not Madame Bovary,7.6
I Am Sun Mu,5.1
I Am Vengeance,4.5
I Am Wrath,5.3
I Don't Know How She Does It,9.3
I Dream Of Dance,9.3
I Fine... Thank You... Love You,6.1
"I, Daniel Blake",5.8
I'll See You in My Dreams,6.8
I'm in Love with a Church Girl,5.6
I'm Sorry,9.4
Ice Guardians,5.2
Iceman,6.0
Ideachi Kalpana,6.4
Idiotest,4.7
Igor,6.1
Iliza Shlesinger: War Paint,8.7
Imagine That,4.8
Immoral Tales,7.2
In Between,6.2
In Search of Fellini,4.9
In The Deep,4.1
Incir Receli 2,5.5
Incoming,4.3
Incomplete,6.1
Inconceivable,8.5
Incorruptible,8.0
Incredibles 2 (Spanish Version),9.2
INDIA,6.3
India: Nature's Wonderland,7.9
Indiana Jones and the Kingdom of the Crystal Skull,7.7
Indiana Jones and the Last Crusade,5.2
Indiana Jones and the Raiders of the Lost Ark,5.7
Indiana Jones and the Temple of Doom,6.9
Indiscretion,8.4
Inequality for All,6.5
Influx,5.3
Inglourious Basterds,9.5
Inkheart,4.6
Insan,9.3
Inside The Freemasons,8.4
Inside the Mind of a Serial Killer,8.6
Inside the Mossad,8.4
Inst@famous,5.1
Instructions Not Included,7.5
Intelligence,8.2
Internet Famous,8.1
Into the Forest,5.5
Inuyasha the Movie - L'isola del fuoco scarlatto,5.0
Inuyasha the Movie - La spada del dominatore del mondo,5.8
InuYasha: The Movie 2: The Castle Beyond the Looking Glass,6.6
Invictus,7.2
Invisible Essence: The Little Prince,8.6
Inxeba,8.2
Iqbal,7.7
Irada Pakka,5.4
Iron Cowboy: The Story of the 50.50.50,6.6
Iron Man & Captain America: Heroes United,5.8
Iron Man: Armored Adventures,5.3
Ishqedarriyaan,4.1
Islands of the Future,5.9
마녀사냥,5.4
Issaq,7.1
It Takes Two,4.3
It's Fine,5.5
It's Now or Never,4.2
"It's Okay, Buddy",7.5
Iverson,7.1
최강전사 미니특공대 : 영웅의 탄생,5.9
Jaan-E-Mann: Let's Fall in Love... Again,4.8
Jack and the Cuckoo-Clock Heart,9.3
Jack of all Trades,7.2
Jack Taylor,7.7
Jackie Brown,6.9
Jackpot,8.4
Jail,8.9
Jake's Buccaneer Blast,6.1
Jal,7.8
Jalpari: The Desert Mermaid,5.3
Janaan,7.6
Japanese Style Originator,6.2
Jay and Silent Bob Strike Back,4.0
Jealousy and medicine,9.3
Jeopardy!,8.8
Jeremy Scott: The People's Designer,5.6
Jericho,9.5
Jersey Boys,5.7
Jesus: Countdown to Calvary,6.5
Jewel's Catch One,8.7
Jhansi Ki Rani,5.7
Jimi Hendrix,6.5
JingleKids,7.7
Jiro Dreams of Sushi,4.7
Jis Desh Men Ganga Behti Hai,6.3
Joe Cocker: Mad Dog with Soul,5.7
John & Jane,7.7
John Carter,4.7
John Day,5.3
John Mellencamp: Plain Spoken,7.9
Jonathan,4.9
Jonathan Strange & Mr Norrell,6.3
Jora 10 Numbaria,7.9
Juana Brava,8.2
Juana Inés,4.5
Judwaa,8.7
Judy Moody and the Not Bummer Summer,8.0
Jugaad,5.9
Julie & Julia,8.2
Julius Jr.,8.0
Jumping the Broom,7.3
Junebug,7.1
Jupiter Ascending,8.0
Just Friends,9.5
"Justice, My Foot!",7.2
Justin Bieber: Never Say Never,8.4
K,8.1
K-19: The Widowmaker,8.7
Kaçak,9.2
Kaabil,5.1
Kaakan,4.9
Kaalia,7.2
Kaaliyan,6.5
Kabali (Hindi Version),7.1
Kacche Dhaagey,8.4
Kahlil Gibran's The Prophet,9.1
Kajraare,6.3
Kaleidoscope,7.9
Kalki,5.1
Kanika,6.9
Karzzzz,4.1
Kate & Leopold,6.8
Katha,7.0
Katt Williams: Live,8.0
Kaviyude Osyath,7.6
Kay Dyache Bola,6.0
Ken Burns: The Civil War,4.0
Ken Burns: The Roosevelts: An Intimate History,4.6
Ken Burns: The West,9.4
Kevin Hart: Laugh at My Pain,9.1
Kevin Hart: Let Me Explain,5.8
Kevin Hart: Seriously Funny,5.4
Kevyn Aucoin: Beauty & the Beast in Me,6.4
Khaani,7.8
Khalnayak,6.0
Khan: No. 1 Crime Hunter,4.4
Khelti Hai Zindagi Aankh Micholi,6.2
Khosla Ka Ghosla,5.4
Khotey Sikkey,5.8
Khubsoorat,4.9
Khushi,7.6
Kia and Cosmos,6.9
Kickboxer: Retaliation,5.5
Kickboxer: Vengeance,7.0
Kicking and Screaming,6.7
Kid Kulafu,8.4
Kidnapping Mr. Heineken,9.3
Kikoriki,4.7
Kill Bill: Vol. 1,8.9
Kill Bill: Vol. 2,7.9
Kill Command,7.8
Kill Hitler! The Luck of the Devil,6.1
Kill Ratio,5.9
Kill the Irishman,4.0
Killer Klowns from Outer Space,9.4
Killers,7.3
Kills on Wheels,6.2
Kilo Two Bravo,7.0
King Jack,4.2
King's Ransom,5.0
Kingdoms of the Sky,7.4
Kingpin,6.8
Kings,8.3
Kis Kisko Pyaar Karoon,7.6
Kiss the Girls,7.3
Kiss The Series,8.5
Kitten Rescuers,4.4
KL Zombi,7.8
Knights of Sidonia,7.9
Knock Knock,5.5
Know Your Enemy - Japan,5.1
Knowing,5.2
Koko: The Gorilla Who Talks,5.1
Kon Kon Kon,6.9
Kon-Tiki,4.7
Koshish,7.6
Kraftidioten,4.6
Krish Trish and Baltiboy,4.1
Krish Trish and Baltiboy: Battle of Wits,5.8
Krish Trish and Baltiboy: Best Friends Forever,5.1
Krish Trish and Baltiboy: Comics of India,9.4
Krish Trish and Baltiboy: Face Your Fears,5.7
Krish Trish and Baltiboy: Oversmartness Never Pays,5.2
Krish Trish and Baltiboy: Part II,5.1
Krish Trish and Baltiboy: The Greatest Trick,6.1
Krisha,7.3
Krishna Balram,8.3
Kristy,6.0
Krystal,7.4
Kuldip Patwal: I Didn't Do It!,6.7
Kung Fu Hustle,8.7
Kung Fu Magoo,7.1
Kung Fu Panda: Holiday,5.6
Kung Fu Yoga,7.9
Kuppivala,8.5
Kurt & Courtney,6.6
Kurt Seyit & Sura,9.4
Kurtulus Son Durak,8.8
Kya Kehna,5.1
Kygo: Live at the Hollywood Bowl,8.3
Kyun! Ho Gaya Na,7.3
La Última Fiesta,6.9
LA 92,6.8
La Bamba,8.7
La Coppia dei Campioni,7.4
La Familia P. Luche,7.0
La Femme,4.3
La Piloto,6.5
La Rosa de Guadalupe,9.0
La Viuda Negra,7.9
Laal Rang,4.3
Laddaland,8.9
Lady Bloodfight,8.5
Lady in the Water,7.0
Lady-Like,4.1
"Lady, la vendedora de rosas",7.1
Lalbaug Parel: Zali Mumbai Sonyachi,4.3
Land Girls,5.8
Larceny,7.5
Last,9.0
Last Ferry,6.0
Last Knights,8.7
Last Night,9.1
Le K Benzema,4.1
Le serment des Hitler,5.3
Leap Year,7.9
LeapFrog: Letter Factory,8.2
LeapFrog: Numberland,6.2
LeapFrog: Phonics Farm,7.6
"LeapFrog: Sing-along, Read-along",7.4
Learning Time with Timmy,8.1
Lechmi,8.0
Left Behind,4.5
Legend of the Guardians: The Owls of Ga'Hoole,4.9
Legend of the Naga Pearls,4.7
Legendary Weapons of China,9.1
Legends of Strength,9.0
Legion,8.4
Lego Friends,4.6
Lego Friends: Girls on a Mission,7.2
LEGO House - Home of the Brick,5.0
LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,6.0
Leo & Tig,5.5
Leo the Lion,8.6
"Les Bleus - Une autre histoire de France, 1996-2016",4.8
Let There Be Light,7.6
Leyla and Mecnun,9.4
Lez Bomb,7.8
License to Drill: Louisiana,4.4
Life After Beth,9.0
Life in the Doghouse,7.5
Life on Location,6.5
Life Story,7.6
Lifechanger,8.8
Lifeline,6.6
Like Arrows,6.9
Like Water for Chocolate,6.5
Lila & Eve,4.4
Limmy's Show!,8.3
Lincoln,4.7
Lion's Heart,6.2
Listen Up! The Lives of Quincy Jones,6.1
Little Dragon Maiden,5.5
Little Lunch,6.2
Little Lunch: The Halloween Horror Story,7.4
Little Lunch: The Nightmare Before Graduation,5.7
Little Men,4.9
Little Nicky,8.8
Little Singham aur Kaal ka Mahajaal,9.3
Little Singham Bandarpur Mein Hu Ha Hu,6.5
Little Singham in London,5.8
Little Sister,4.3
Liv and Maddie,4.2
Lizzie Borden Took an Ax,6.2
Lo and Behold: Reveries of the Connected World,9.1
Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),8.0
Lo que la vida me robó,5.9
"Lock, Stock and Two Smoking Barrels",9.3
Locke,6.4
Lockout,5.5
Loco Love,6.3
Logan's Run,5.2
LoliRock,8.9
Lolita,6.0
London Spy,7.6
Long Time Running,6.1
"Look Out, Officer",9.0
Look Who's Back,7.5
Lorai: Play to Live,6.7
Los 10 años de Peter Capusotto,4.7
Los Niños Héroes de Chapultepec,9.0
Los tiempos de Pablo Escobar,7.0
Losing Sight of Shore,5.6
Lost Girl,8.8
Love Cuisine,4.3
Love Dot Com: The Social Experiment,5.7
Love In A Puff,7.0
Love Ni Bhavai,5.9
Love on Delivery,6.6
Love Rain,5.5
Love Rhythms - Accidental Daddy,4.7
Love Shot,4.2
Love Station,4.9
Love You... Love You Not,9.2
Love Your Garden,7.2
"Love, Rosie",6.7
LoveTrue,6.1
Loving Annabelle,7.9
Loving You,4.8
Lucha: Playing the Impossible,5.5
Lucky Days,7.6
Lucky: No Time for Love,6.6
Lupt,8.2
Lusers,8.9
Ma Chu Ka,8.5
Maacher Jhol,5.0
Mac & Devin Go to High School,4.5
Macchli Jal Ki Rani Hai,4.9
Mad Max,8.3
Mad Men,9.0
Mad Money,9.1
Mad Ron's Prevues from Hell,5.6
Mad World,8.6
Madaari,6.9
Maddman: The Steve Madden Story,8.5
Madre,7.0
Maggie & Bianca: Fashion Friends,4.8
Magi: Adventure of Sinbad,4.4
Magic Snowflake,9.3
Magnetic,6.3
Magnus,5.9
Mahabharat,6.0
Maharakshak Devi,6.1
Maharakshak: Aryan,9.2
Mahi Way,4.3
Mahjong Heroes,4.7
Mahmut & Meryem,8.3
Maine Pyaar Kyun Kiya,7.0
Maine Pyar Kiya,4.7
Mala Kahich Problem Nahi,4.2
Malicious,5.2
Man of Tai Chi,5.4
Man Up,4.1
Man vs Wild with Sunny Leone,5.2
Mandi,8.1
Mandobasar Galpo,8.7
Manglehorn,8.9
Mango Dreams,6.1
Manhattan Romance,5.8
Manolo: The Boy Who Made Shoes for Lizards,9.5
Mansfield Park,8.2
Mantostaan,7.0
Mantra,5.4
Mara,5.8
Marauders,6.8
Marching Orders,7.0
Mark Gatiss: A Study in Sherlock,4.1
Maron,9.3
Maroon,7.2
Married at First Sight,7.2
Mars,5.2
Martial Arts of Shaolin,8.2
Martin Lawrence Live: Runteldat,8.1
Martin Luther: The Idea that Changed the World,4.5
Martyrs of Marriage,7.3
Marvel & ESPN Films Present: 1 of 1: Genesis,7.6
Marvel's Iron Man & Hulk: Heroes United,8.6
Mary and the Witch's Flower,5.1
Mary Poppins Returns,8.8
Mary Portas: Secret Shopper,6.5
Masoom,4.5
Master,4.6
Mater,5.1
Matichya Chuli,5.6
Max Rose,6.7
May We Chat,8.1
May You Prosper,5.0
Maya Angelou: And Still I Rise,9.5
Maynard,4.9
Maza Pati Karodpati,7.3
Me and the Alien,9.1
Mean Dreams,8.6
Mean Streets,7.6
Meditation Park,7.9
Medium,4.7
Meet the Trumps: From Immigrant to President,4.1
Mega Food,6.4
MegaTruckers,4.5
Melle,6.0
Melodies of Life - Born This Way,5.2
Melvin Goes to Dinner,9.0
Memoir of a Murderer,8.8
Memory Games,8.5
Men in Black,7.9
Men in Black II,4.8
Menorca,4.3
Merantau,7.6
Mere Papa Hero Hiralal,7.5
Merlí,6.0
Merry Men: The Real Yoruba Demons,6.6
Mexico Diseña,6.7
Mi Shivajiraje Bhosale Boltoy,5.3
MI-5,5.7
Middle School: The Worst Years of My Life,6.3
Midnight Misadventures With Mallika Dua,7.3
Midnight Special,9.3
Mighty Morphin Alien Rangers,7.0
Milk,8.0
Mini Wolf,8.4
Minnaminugu the FireFly,4.6
Minute to Win It,7.6
Miracle,6.7
Mirror Mirror,7.1
Mirzya,4.2
Miss Dynamite,9.0
Miss Hokusai,9.2
Miss Julie,4.0
Miss Me This Christmas,5.2
Miss Representation,5.0
Miss Rose,8.3
Miss Sharon Jones!,7.3
Miss Stevens,5.0
Mission Control: The Unsung Heroes of Apollo,8.5
Mission of Honor,5.9
Mission: Destroy Love,6.5
Mississippi Grind,6.1
Moh Maya Money,6.9
Mohawk,6.6
Mojave,5.5
Mokalik (Mechanic),6.3
Molly's Game,9.0
Momo Salon,6.8
Mona Lisa Smile,9.0
Money,7.0
Money for Nothing,8.2
Money Talks,5.6
Monkey Planet,8.3
Monkey Up,5.5
Monopoly (The Bank Of Luck),4.1
Monster Family,4.9
Monster High 13 Wishes,4.1
"Monster High: Boo York, Boo York",9.2
Monster High: Escape from Skull Shores,9.5
Monster High: Freaky Fusion,8.2
Monster High: Friday Night Frights,4.6
Monster High: Fright On!,8.9
"Monster High: Frights, Camera, Action!",8.1
Monster High: Ghouls Rule,5.8
